,data_hora,natureza_acidente,bairro,endereco,numero,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,velocidade_max_via,mao_direcao,latitude,longitude
1163,2019-02-11 14:56:00,SEM VÍTIMA,GRAÇAS,RUA DOZE DE OUTUBRO,87,ABALROAMENTO LONGITUDINAL,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não informado,Única,-8.04297605,-34.89917442533633
1164,2019-02-11 15:08:00,SEM VÍTIMA,BOA VIAGEM,AV FERNANDO SIMOES BARBOSA,,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,0,1,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.124269,-34.901629299999996
1165,2019-02-11 15:13:00,COM VÍTIMA,SÃO JOSÉ,RUA IMPERIAL,677,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não informado,Única,-8.077139,-34.8980446
1166,2019-02-11 15:19:00,COM VÍTIMA,ENCRUZILHADA,RUA CASTRO ALVES,199,ATROPELAMENTO,1,0,0,0,2,0,0,0,0,2,0,Longo da via,Bom,Não informado,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0379597,-34.8891435
1167,2019-02-11 15:20:00,SEM VÍTIMA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.062370399999999,-34.9319576
1168,2019-02-11 15:26:00,SEM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.1155752,-34.895469899999995
1169,2019-02-11 15:46:00,SEM VÍTIMA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,COLISÃO,0,2,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0615339,-34.8974443
1170,2019-02-11 16:22:00,SEM VÍTIMA,SANTO ANTÔNIO,RUA DO SOL,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Não informado,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0625475,-34.8803542
1171,2019-02-11 16:24:00,SEM VÍTIMA,BOA VIAGEM,RUA SA E SOUZA,,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.134056,-34.9063787
1172,2019-02-11 16:43:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4792,ABALROAMENTO TRANSVERSAL,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.126319500000001,-34.915518
1173,2019-02-11 17:18:00,SEM VÍTIMA,ILHA JOANA BEZERRA,PTE JOSE DE BARROS LIMA,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.0428409,-34.905144299999996
