,data_hora,natureza_acidente,bairro,endereco,numero,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,velocidade_max_via,mao_direcao,latitude,longitude
0,2019-01-01 00:41:00,SEM VÍTIMA,IPSEP,AV RECIFE,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.1160254,-34.923929
1,2019-01-01 01:37:00,SEM VÍTIMA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,,ABALROAMENTO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.1250569,-34.8982175
2,2019-01-01 14:20:00,SEM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1155752,-34.895469899999995
3,2019-01-01 02:53:00,SEM VÍTIMA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,100,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1092473,-34.9109797
4,2019-01-01 08:17:00,COM VÍTIMA,JAQUEIRA,RUA TITO ROSAS,63,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,40 km/h,Única,-8.0343363,-34.9074744
5,2019-01-01 09:30:00,COM VÍTIMA,IBURA,AV DOIS RIOS,1392,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,30 km/h,Dupla,-8.115972099999999,-34.940694
6,2019-01-01 09:54:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,1622,CHOQUE OBJETO FIXO,1,0,0,0,0,0,0,0,0,4,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,40 km/h,Única,-8.0658601,-34.927522100000004
7,2019-01-01 13:05:00,SEM VÍTIMA,BONGI,EST DO BONGI,290,CHOQUE VEÍCULO PARADO,1,0,0,0,0,0,1,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.06712115,-34.920112446793304
8,2019-01-01 15:50:00,SEM VÍTIMA,MADALENA,EST DOS REMEDIOS,2360,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.062370399999999,-34.9319576
9,2019-01-01 16:01:00,COM VÍTIMA,CAMPO GRANDE,EST DE BELEM,,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,1,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0070266,-34.871269330000004
10,2019-01-01 17:23:00,SEM VÍTIMA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,2480,CHOQUE VEÍCULO PARADO,1,0,1,0,0,0,0,0,0,0,0,Não informado,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.004982799999999,-34.9158141
11,2019-01-01 19:26:00,SEM VÍTIMA,ENGENHO DO MEIO,RUA ANTONIO CURADO,,ABALROAMENTO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Mal iluminada,Não informado,Dupla,-8.0557704,-34.9418342
12,2019-01-01 20:30:00,COM VÍTIMA,ESTÂNCIA,AV DR JOSE RUFINO,,COLISÃO FRONTAL,3,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0846575,-34.9321359
13,2019-01-01 21:05:00,SEM VÍTIMA,BOA VIAGEM,RUA DES JOAO PAES,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.136919599999999,-34.9053222
14,2019-01-02 06:41:00,SEM VÍTIMA,BOMBA DO HEMETÉRIO,RUA PADRE OLIVEIRA,786,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,40 km/h,Dupla,-8.0177145,-34.9056869
15,2019-01-02 07:26:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.0856899,-34.9073777
16,2019-01-02 07:38:00,SEM VÍTIMA,MACAXEIRA,RUA CARLOS MARIGHELLA,567,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não informado,Dupla,-8.0075401,-34.9301679
17,2019-01-02 07:39:00,SEM VÍTIMA,IMBIRIBEIRA,RUA ALAMEDA DAS HORTENCIAS,279,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,40 km/h,Dupla,-8.1160459,-34.9076036
18,2019-01-02 08:07:00,COM VÍTIMA,SOLEDADE,RUA DA SOLEDADE,,ABALROAMENTO LONGITUDINAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0575491,-34.8899453
19,2019-01-02 08:16:00,SEM VÍTIMA,GRAÇAS,AV RUI BARBOSA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.046046400000002,-34.901877299999995
20,2019-01-02 08:27:00,COM VÍTIMA,AREIAS,AV DR JOSE RUFINO,749,ABALROAMENTO LONGITUDINAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.100576499999999,-34.928400280839426
21,2019-01-02 08:42:00,SEM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,1140,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.1002945,-34.8866648
22,2019-01-02 09:11:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,6333,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.1393159,-34.91658601520072
23,2019-01-02 09:16:00,SEM VÍTIMA,MADALENA,RUA JOSE OSORIO,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,50 km/h,Única,-8.0541365,-34.9140649
24,2019-01-02 09:22:00,SEM VÍTIMA,BOA VIAGEM,RUA JOSE DA SILVA LUCENA,18,COLISÃO,1,1,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1127728,-34.911232899999995
25,2019-01-02 09:31:00,SEM VÍTIMA,NOVA DESCOBERTA,RUA SANTA TEREZA,,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,0,1,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-7.9888144,-34.9300928
26,2019-01-02 11:10:00,SEM VÍTIMA,SANTO AMARO,AV VISCONDE DE SUASSUNA,64,COLISÃO,1,0,0,0,0,1,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.054599099999999,-34.88266666409837
27,2019-01-02 11:17:00,SEM VÍTIMA,SÃO JOSÉ,RUA IMPERIAL,2077,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.077139,-34.8980446
28,2019-01-02 11:31:00,SEM VÍTIMA,SAN MARTIN,RUA COMENDADOR FRANCO FERREIRA,,ABALROAMENTO TRANSVERSAL,1,0,0,0,0,1,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0738219,-34.9293024
29,2019-01-02 11:47:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.0856899,-34.9073777
30,2019-01-02 11:50:00,SEM VÍTIMA,AFOGADOS,RUA COSME VIANA,526,ABALROAMENTO LONGITUDINAL,0,0,0,0,0,1,1,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.072129799999999,-34.9091214
31,2019-01-02 12:14:00,SEM VÍTIMA,SANTO ANTÔNIO,AV DANTAS BARRETO,661,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não informado,Única,-8.066672950000001,-34.879062397808646
32,2019-01-02 13:09:00,SEM VÍTIMA,AREIAS,AV RECIFE,712,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,0,2,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.09251995,-34.929552482487175
33,2019-01-02 13:43:00,SEM VÍTIMA,IPUTINGA,RUA MAURICIO DE NASSAU,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,40 km/h,Dupla,-8.0258665,-34.859002200000006
34,2019-01-02 14:41:00,SEM VÍTIMA,MADALENA,AV VISCONDE DE ALBUQUERQUE,439,ABALROAMENTO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não informado,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0542137,-34.907045399999994
35,2019-01-02 14:44:00,SEM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não informado,Dupla,-8.0713227,-34.928857799999996
36,2019-01-02 15:08:00,SEM VÍTIMA,PAISSANDU,RUA SPORT CLUBE DO RECIFE,98,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.059786299999999,-34.898202000000005
37,2019-01-02 15:10:00,SEM VÍTIMA,TAMARINEIRA,AV NORTE,,COLISÃO TRASEIRA,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.027844,-34.903102000000004
38,2019-01-02 15:32:00,VÍTIMA FATAL,BONGI,EST DO BONGI,919,COLISÃO COM CICLISTA,0,0,0,1,0,0,1,0,0,0,1,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Mal conservada,Não informado,Dupla,-8.0626415,-34.9117027
39,2019-01-02 15:36:00,SEM VÍTIMA,BEBERIBE,RUA PROFESSORA LOURDES DUTRA,2269,CHOQUE VEÍCULO PARADO,1,0,0,0,0,0,1,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0156283,-34.89541320000001
40,2019-01-02 15:40:00,SEM VÍTIMA,TORREÃO,RUA VICENTE PIZZON,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Não informado,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Não informado,Dupla,-8.027844,-34.903102000000004
41,2019-01-02 16:03:00,SEM VÍTIMA,BOA VIAGEM,RUA TENENTE DOMINGOS DE BRITO,,ABALROAMENTO TRANSVERSAL,3,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,40 km/h,Única,-8.1229682,-34.9052196
42,2019-01-02 17:05:00,COM VÍTIMA,TAMARINEIRA,AV PROFESSOR JOSE DOS ANJOS,1651,CHOQUE OBJETO FIXO,0,0,0,0,0,0,1,0,0,2,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não informado,Dupla,-8.0282609,-34.8950543
43,2019-01-02 18:20:00,SEM VÍTIMA,TAMARINEIRA,RUA CONEGO BARATA,,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,1,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.0297041,-34.900425899999995
44,2019-01-02 18:56:00,SEM VÍTIMA,BOA VIAGEM,RUA PROFESSOR JOAO MEDEIROS,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.111608,-34.8901219
45,2019-01-02 20:47:00,SEM VÍTIMA,AREIAS,AV CAPITAO GREGORIO DE CALDAS,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.098105499999999,-34.931136200000005
46,2019-01-02 23:21:00,SEM VÍTIMA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.1155752,-34.895469899999995
47,2019-01-03 06:11:00,COM VÍTIMA,SAN MARTIN,RUA VINTE E UM DE ABRIL,175,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0764818,-34.913056700000006
48,2019-01-03 07:17:00,COM VÍTIMA,SAN MARTIN,AV GENERAL SAN MARTIN,1449,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0613552,-34.9259463
49,2019-01-03 07:20:00,COM VÍTIMA,BOA VISTA,RUA DO HOSPICIO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0544217,-34.8818867
50,2019-01-03 07:41:00,SEM VÍTIMA,BOA VIAGEM,RUA DOS NAVEGANTES,401,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1285308,-34.8994518
51,2019-01-03 07:54:00,COM VÍTIMA,MACAXEIRA,AV NORTE,82,CHOQUE OBJETO FIXO,1,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.027844,-34.903102000000004
52,2019-01-03 08:11:00,SEM VÍTIMA,AFOGADOS,RUA IMPERIAL,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0719111,-34.884563
53,2019-01-03 08:28:00,SEM VÍTIMA,CASA AMARELA,AV NORTE,4953,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.027844,-34.903102000000004
54,2019-01-03 08:49:00,SEM VÍTIMA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,245,COLISÃO,1,1,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1092078,-34.91042720000001
55,2019-01-03 08:51:00,SEM VÍTIMA,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,1114,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.0603778,-34.8980782
56,2019-01-03 09:04:00,SEM VÍTIMA,ENCRUZILHADA,AV NORTE,1861,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.027844,-34.903102000000004
57,2019-01-03 09:08:00,SEM VÍTIMA,CASA FORTE,AV DEZESSETE DE AGOSTO,1176,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.037361200000001,-34.9148676
58,2019-01-03 09:29:00,SEM VÍTIMA,ESPINHEIRO,RUA DO ESPINHEIRO,602,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Não informado,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0426365,-34.8927867
59,2019-01-03 09:30:00,SEM VÍTIMA,SANTANA,RUA AMARAJI,976,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0391121,-34.914404600000005
60,2019-01-03 09:36:00,SEM VÍTIMA,POÇO DA PANELA,AV DEZESSETE DE AGOSTO,2133,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,60 km/h,Dupla,-8.0309104,-34.924774
61,2019-01-03 09:40:00,SEM VÍTIMA,AFOGADOS,RUA NICOLAU PEREIRA,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0769513,-34.9065032
62,2019-01-03 10:45:00,SEM VÍTIMA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0856899,-34.9073777
63,2019-01-03 10:55:00,SEM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3231,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.117630199999999,-34.8951403
64,2019-01-03 11:01:00,COM VÍTIMA,SANTO ANTÔNIO,AV DANTAS BARRETO,,ABALROAMENTO TRANSVERSAL,1,0,0,0,0,1,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0690451,-34.8814591
65,2019-01-03 11:42:00,SEM VÍTIMA,SÃO JOSÉ,AV SUL,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.081145,-34.905034
66,2019-01-03 12:57:00,COM VÍTIMA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3197,COLISÃO,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.1172943,-34.8951035
67,2019-01-03 13:29:00,SEM VÍTIMA,DERBY,RUA SAO SALVADOR,24,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0497816,-34.894161
68,2019-01-03 14:28:00,SEM VÍTIMA,BOA VISTA,RUA JOSE DE ALENCAR,646,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,30 km/h,Dupla,-8.0638389,-34.890863
69,2019-01-03 15:54:00,COM VÍTIMA,IMBIRIBEIRA,RUA ITAJAI,301,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não informado,Única,-8.1097144,-34.913682
70,2019-01-03 15:59:00,SEM VÍTIMA,CORDEIRO,RUA GOMES TABORDA,1826,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,40 km/h,Dupla,-8.05391,-34.928002299999996
71,2019-01-03 16:04:00,SEM VÍTIMA,BOA VIAGEM,AV BOA VIAGEM,6592,ABALROAMENTO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.146408099999999,-34.9061177
72,2019-01-03 16:07:00,SEM VÍTIMA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,4386,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.06055185,-34.898199978681504
73,2019-01-03 16:20:00,SEM VÍTIMA,PINA,RUA MANOEL DE BRITO,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Não informado,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0881016,-34.889494899999995
74,2019-01-03 17:29:00,COM VÍTIMA,PINA,TUNEL MANOEL DE BRITO,,COLISÃO,0,2,0,0,0,0,0,0,0,1,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0969421,-34.89064260000001
75,2019-01-03 20:37:00,SEM VÍTIMA,CORDEIRO,RUA TEOTONIO FREIRE,124,CHOQUE VEÍCULO PARADO,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não informado,Única,-8.047784,-34.9230515
76,2019-01-04 07:58:00,COM VÍTIMA,TOTÓ,RUA ONZE DE AGOSTO,283,ATROPELAMENTO,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0804963,-34.9702383
77,2019-01-04 08:03:00,SEM VÍTIMA,JARDIM SÃO PAULO,AV RECIFE,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.1160254,-34.923929
78,2019-01-04 10:42:00,SEM VÍTIMA,TAMARINEIRA,RUA SOARES MORENO,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Não informado,Seca,Perfeito estado,Não informado,Dupla,-8.0291807,-34.9046171
79,2019-01-04 11:27:00,COM VÍTIMA,AFOGADOS,RUA VINTE E UM DE ABRIL,1578,COLISÃO,1,1,0,0,0,0,0,0,0,1,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0764818,-34.913056700000006
80,2019-01-04 12:07:00,SEM VÍTIMA,AFOGADOS,RUA QUITERIO INACIO DE MELLO,232,ABALROAMENTO TRANSVERSAL,2,0,0,0,0,0,0,0,1,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.0800914,-34.9062339
81,2019-01-04 12:09:00,SEM VÍTIMA,SANTO ANTÔNIO,AV N S DO CARMO,,COLISÃO,1,0,0,0,0,1,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.0690451,-34.8814591
82,2019-01-04 12:30:00,COM VÍTIMA,AFOGADOS,RUA MANOEL FERNANDES DE ALBUQUERQUE,53,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0719111,-34.884563
83,2019-01-04 12:51:00,SEM VÍTIMA,PARNAMIRIM,AV PARNAMIRIM,31,ABALROAMENTO LONGITUDINAL,1,0,0,0,0,1,0,0,0,0,0,Não informado,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.0352636,-34.907571600000004
84,2019-01-04 14:07:00,COM VÍTIMA,GRAÇAS,AV RUI BARBOSA,896,COLISÃO,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Única,-8.047894900000001,-34.899474100000006
85,2019-01-04 15:49:00,SEM VÍTIMA,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.0615339,-34.8974443
86,2019-01-04 15:56:00,SEM VÍTIMA,ALTO DO MANDU,RUA MANDACARU,472,COLISÃO,1,1,0,0,0,0,0,0,0,0,0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-8.021796,-34.927570700000004
87,2019-01-04 16:00:00,SEM VÍTIMA,BOA VIAGEM,RUA TENENTE JOAO CICERO,,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Dupla,-8.111654,-34.8971319
88,2019-01-04 16:02:00,SEM VÍTIMA,BOA VISTA,RUA SETE DE SETEMBRO,202,ABALROAMENTO LONGITUDINAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não informado,Única,-8.059684200000001,-34.8825401
89,2019-01-04 17:37:00,SEM VÍTIMA,MADALENA,AV BEIRA RIO,26,CHOQUE OBJETO FIXO,1,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,60 km/h,Única,-8.0667355,-34.8967797
90,2019-01-04 17:49:00,SEM VÍTIMA,CABANGA,RUA BITURI,233,CHOQUE VEÍCULO PARADO,1,0,0,0,0,0,1,0,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Mal iluminada,Não informado,Única,-8.078634000000001,-34.89357734251057
91,2019-01-04 17:52:00,SEM VÍTIMA,VÁRZEA,AV AFONSO OLINDENSE,895,ABALROAMENTO TRANSVERSAL,1,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não informado,Perfeito estado,Seca,Perfeito estado,40 km/h,Dupla,-8.038658400000001,-34.95685451986301
92,2019-01-04 18:41:00,COM VÍTIMA,SANTO ANTÔNIO,AV DANTAS BARRETO,,ABALROAMENTO TRANSVERSAL,0,1,0,0,0,1,0,0,0,1,0,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Não informado,-8.0690451,-34.8814591
